1.Reference_Azerbaijani_Text	2.Whisper_ASR_Prediction	3.Reference_English_Target	4.MT_English_Prediction
Elektronlarından ayrılmış protonlar hidrogen ionları hesab olunur, çünki hidrogen atomları bir proton və bir elektrondan ibarətdir.	 Elektronlarından ayrılmış protonlar, hidraqeniyonları hesab olunur. Çünki hidraqen atomları bir proton və bir elektronla nibarətdir.	Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).	Protons that are separated from their electrons are considered hydrogen ions because hydrogen atoms are a proton and an electron.
Honkonq adası yerləşdiyi əraziyə də öz adını verib və bu ərazi turistlərin diqqətini cəlb edən əsas mərkəzdir.	 Hong Kong adası yerləşti, əraziya döz adını verib və bu arazi turistlərin diqqətini dəlbədən əsas mərkəzdir.	Hong Kong Island gives the territory of Hong Kong its name and is the place that many tourists regard as the main focus.	Hong Kong Island was settled, giving the area its name to the endurance, and the land has been a major tourist attraction ever since.
"O, bütün bu şayiələri ""siyasi boşboğazlıq və axmaqlıq"" adlandırdı."	 O, bütün bu şayələri siyasi boşboğazlıq və əxmaqlıq qadlandırdır.	"He referred to the rumors as ""political chatter and silliness""."	He's the one who fuels all this political nonsense and stupidity.
Oktyabr ayında başlayıb geniş yayılan anti-rejim etirazçılarına Martelli komissiya ilə cavab verdi.	 Oktiyab rayına başlayıq, genişyələm anti rejim etrasılarının Mar-Teli komisiyası ilə cevab verirdi.	The commission was Martelly's response to widespread anti-regime protests that started in October.	We started with the October train, which responded with the Mar-Teli commission of anti-expansionist regimes.
Kütlənin əksəriyyətinin avtomobilə sahib olması, yollarda qəza hallarının artması ilə yanaşı, həm də qəzada fiziki xəsarət alanları müalicə etmək üçün səhiyyə sahəsində yeni texnologiyaların ixtira edilməsinə səbəb olar.	 Küslənin əksəriyyətinin automobilə sahib olması yollarda qəzallarını atması ilə yanaşı, həm də qəzada fiziki xəsərət onları müəlləcə etmək üçün səhiyyə səyəsində yeni teknologiyaların ictirə edilməsi nəsəbab olar.	Mass car ownership also leads to a higher incidence of accidents on the roads, which leads to the invention of new techniques in healthcare for repairing damaged bodies.	Not only does the majority of the population have cars, but the physical injury caused by the accident is also a factor in the development of new technologies in the healthcare effort to make them fit.
Ayrılma və yenidən birləşmə hər nəsildən olan iki qrup arasında variasiyaları irəli-geri qarışdırır.	 Ayrılma və yeğindən birləşmə hər nəsildən olan iki qurup arasında variyasiyaları irəli geri qarışdırır.	Segregation and recombination shuffle variation back and forth between the two pools with each generation.	Separation and fusion of the two genera that are of each generation mix variations back and forth.
Eyni qayda kişilərə də tətbiq olunur, onlar dizlərini örtən şalvar geyinməlidirlər.	 Eyni qayda kişilərə də tədbiq olunur. Onlar dizlərini ördən şalvar qeyməlidirlər.	Along the same line, men are required to wear trousers covering the knees.	The same rule applies to men: They must wear a sweater that covers their knees.
Şəhər eyni zamanda Afrikadakı Dağ Qorillasını müşahidə etməyin ən ucuz yollarından biri olan Nyiragongo vulkanik dağına dırmanmaq üçün əsas yer hesab olunur.	 Şəhər həyiniz zamanda Afrikadakı Dağ Qoraylasını müşahət etməyən ən ucuz yollarından biri olan Miragongo Vulkanik Dağına dırmamak üçün əsas yer həsabı olunur.	The city is also the base to climb the Nyiragongo volcano along with some of the cheapest Mountain Gorilla tracking in Africa.	The city is considered the main place to avoid the Miragongo Volcanic Mountain, one of the cheapest routes in Africa to avoid mountain coral at the time.
İlahilik Yoqası Tibet meditasiyasının mərkəzində dayanır. Enerji kanallarının təmizlənməsi və çakraların aktivləşdirilməsi üçün çeşidli səmavi varlıqların təsvirləri göstərilir və aydınlanma şüuru oyanır.	 İla ilik yoqası Tibet Medtasyasın mərkəzində dayanır. Enerji kanalların dəmizlənməsi və çakralanıq difləşdirilməsi üçün çəşidli səmami vaalıqların təsvirləri göstərilir və aydınlanmaşığıru oyanır.	The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.	The great apex stands in the center of the Tibetan Medassian, where images of chaste celestial visions are shown and awakened to illuminate, to dilute the energy channels and deflate the chakra.
Oktyabr ayında başlayıb geniş yayılan anti-rejim etirazçılarına Martelli komissiya ilə cavab verdi.	 Oktiyab arayında başlaya və geniş yaylan antrejim etrasılığına Martelli Komisyen ilə cəbərdir.	The commission was Martelly's response to widespread anti-regime protests that started in October.	He is a Martelli Commissioner, starting in the October range and leading a widespread enterprise circle.
Bu oyun Sprinqboks komandasının beş oyunluq məğlubiyyət dövrünü sonlandırdı.	 Bu uyun SpringBooks kamanadasının 5 uyunlulq məqlubiyyət dövrünü sonlandırdı.	For the Springboks, it ended a five-match losing streak.	This arrangement ended the five-year tenure of the SpringBooks commander.
Əllərinizin nəm olması xarici qatlara təsir göstərəcək, bu isə əlinizdə qıdıqlanma hissi yarada və bir növ qabıq əmələ gətirə bilər.	 Elərinizin nəm olması xarici qatılara təsir göstərəcək. Bu isə elinizdən qıdıqlanma hissiyyədə və bir nüf qabıq əmələ getirə bilər.	The moisture on your hands will react with the outer layers, which will feel funny and form a sort of shell.	The moisture in your hands will affect the outer layers, which can cause the hand to feel stiff and a thick skin.
Qubernatorluq, yaralananlardan 19 nəfərin polis işçisi olduğuna dair məlumat verdi.	 Gubernatorlog yarananlardan 19 nəfərin polis işçisi olduğuna dair məlumat verdi.	The governor's office said nineteen of the injured were police officers.	The governor log reported that 19 of the victims were police officers.
Digər nominasiyalara ən yaxşı film, rejissor, kinematoqrafiya, kostyum dizaynı, film montajı, ən yaxşı film musiqisi, bədii rəhbər, səs montajı, səs miksi və ən yaxşı ssenari aiddir.	 Diqər naminasiyallara ən yaxşı film, rejisor, kinomatografiya, qosyum dizaynı, film montajı, ən yaxşı film müzikisi, bədiyirə, bər, səs montajı, səs miksivə ən yaxşı senarya aydır.	The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.	For other reasons, the best film, director, cinematography, costume design, film editing, film music, sound editing, sound mixing, sound editing, and scripting are the best.
"Keçən həftə METI (İqtisadiyyat, Ticarət və Sənaye Nazirliyi), Apple-dan həddən artıq çox isinmə halı ilə əlaqəli əlavə 34 şikayət gəldiyini və şirkətin bunları ""qeyri-ciddi hallar"" olaraq dəyərləndirdiyini bildirib."	 Kətən həftə Metii iqtisadiyyət ticarət və sanayə nəzəlləyi, Apple-dan Heddan Artaçox isimlə halı ilə alaqəli əlavı 34 şikayət gəldiyini və şirkətin bunları qeyri ciddə hallar olaraq da əlin dinləyini bildirib.	"Last week, METI announced that Apple had informed it of 34 additional overheating incidents, which the company called ""non-serious."""	On Thursday, Metii said that the economy had received 34 complaints related to trade and industrial theory, and an additional 34 complaints related to Apple's Heddan Artachow carpet, and the company had also heard them as unusual cases.
ABŞ Gimnastika Qurumu və ABŞ Olimpiya Komitəsinin hədəfləri eynidir. Onlar atletlərin təhlükəsiz, pozitiv və etibarlı bir mühitdə öz arzularının ardınca getməsi üçün idmanın gimnastika və digər növlərini mümkün qədər təhlükəsiz etməyə çalışırlar.	 ABUŞ GIMNASTIKA qurumu və ABUŞ ALIMPIA komitəsinin hədəfləri eynidir. Onlar adlətlərin tərlükəsiz, pozitiv və əhtibalı bir mühiddə özanslıları nazımıza getməsi üçün idmanın giminastika vədə gəlməvlərinə mümkün qədər tərlükəs etməyə çalışırlar.	USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.	The aims of the ABUCH GIMNASTIKA body and the ABUCH ALIMPIA committee are the same: they try to make the sport as glamorous as possible in terms of the promise of gymnastics so that the fairness can be seen in a sweaty, positive and mature context.
Uşaqlar üçün ərazidə ən maraqlı şeylərdən biri piramida səsi və işıqları şousudur.	 Uşaklar üçün ərazi də ən maraqlı şeylərdən biri piramida səsi və eşyıqları şovsudur.	The pyramid sound and light show is one of the most interesting things in the area for kids.	And one of the most interesting things about the area for the servants is the sound of the pyramids and the show of lights.
Lakin quşların hələ də dinozavra bənzəyən çoxlu tərəfləri var.	 Lakin quşların hələdə dinazavra bənzəyən çoxu tərəfləri var.	But there are a lot of things about birds that still look like a dinosaur.	But most birds still have aspects that resemble dinosaurs.
Əlbəttə bu ənənənin Xristian dini baxımından izahı var, amma bu xristianlıqdan əvvəl olan Baharın gəlişi və məhsuldarlıq səbəbilə də keçirilə bilər.	 Elbək də bu ənənənin xristiyan dini baxımdan izraxı var. Amma bu xristiyanlıqdan əvvəl olan baharın, gəlişi və məhsudarlıq səbəbi ilə də keçirilə bilər.	There are of course Christian theological explanations for this tradition, but it may well be a pre-Christian Spring and Fertility ritual.	Elbeek is also a Christian religious expression, but it can also be held because of the pre-Christian spring, the arrival of spring, and the fertility.
Duval hekayə ilə əlaqəsi olan Millerdə böyük bir təəssürat yaratmadı. Duvel evli idi və iki yetkin uşağı var idi.	 Duval hekayələ ilə qəs olan millərdə böyük bir təyəsurat yaratmadı. Tuval evliydə və iki etkin uşağı var idi.	Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.	The Wall did not create a great influence in the nations that were obsessed with the story.
