1.Reference_Cantonese_Text	2.Whisper_ASR_Prediction	3.Reference_English_Target	4.MT_English_Prediction
29 歲的馬拉·巴拉蘇布拉曼尼安 (Malar Balasubramanian) 醫生在俄亥俄州的布魯艾施（辛辛那提以北約 15 英里的郊區）被發現，她穿著 T 恤和內衣躺在路邊的地上，顯然攝入了大量的藥物。	29歲的馬拉巴拉蘇布拉曼尼亞尼安馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉蘇布拉曼尼安 馬拉巴拉�	29 歲 的 馬 拉 ·巴 拉 蘇 布 拉 曼 尼 安 malar balasubramanian 醫 生 在 俄 亥 俄 州 的 布 魯 艾 施 辛 辛 那 提 以 北 約 15 英 里 的 郊 區 被 發 現 她 穿 著 t 恤 和 內 衣 躺 在 路 邊 的 地 上 顯 然 攝 入 了 大 量 的 藥 物	Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Mararabara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Subramanian Marara Sub
早期，這個節目只有在一個經營許久的網路電台 TogiNet 上播出，TogiNet 是一個聚焦於談話性廣播節目的電台。	早期這個節目只有一個經營許久的網絡電台TOKI NET上播出TOKI NET是一個最超於談話性廣播節目的電台	早 期 這 個 節 目 只 有 在 一 個 經 營 許 久 的 網 路 電 台 toginet 上 播 出 toginet 是 一 個 聚 焦 於 談 話 性 廣 播 節 目 的 電 台	In the early days, the show was only broadcast on a long-running Internet radio station, TOKI NET, which was one of the most talked-about radio stations.
網路結合了大眾與人際溝通這兩種元素。	網絡結合了大眾與人際溝通者兩大元素兩種元素	網 路 結 合 了 大 眾 與 人 際 溝 通 這 兩 種 元 素	The Internet combines two main elements of mass communication and interpersonal communication.
人們所知的那 25 份仍存在的當列普單面印刷版是這份文件中留存下來最古老的版本，原始手稿並未留存下來。	人們所知的那二十五份,仍存在的當聶普單面印刷版,是這份文件中流傳下來最古老的版本,原始受稿並未流傳下來。	人 們 所 知 的 那 25 份 仍 存 在 的 當 列 普 單 面 印 刷 版 是 這 份 文 件 中 留 存 下 來 最 古 老 的 版 本 原 始 手 稿 並 未 留 存 下 來	The 25 known copies, which still exist as a single-page printed copy, are the oldest known copies of this document, the original manuscript has not been circulated.
史密斯飛船已經取消他們巡迴演唱會的剩餘場次。	希望C飛船已經趨勢太猛蠢、蠢蠢的鱒魚長期	史 密 斯 飛 船 已 經 取 消 他 們 巡 迴 演 唱 會 的 剩 餘 場 次	Hopefully, the C-ships are going to be too big, too stupid, too stupid for a long time.
熱門運動包括足球、籃球、排球、水球、擊劍、橄欖球、自行車、冰上曲棍球、直排輪曲棍球和 F1 賽車。	熱門運動包括足球、籃球、排球、水球、擊劍、鑑籃球、自行車、冰箱曲棍球、直排輪曲棍球和F1賽車	熱 門 運 動 包 括 足 球 、籃 球 、排 球 、水 球 、擊 劍 、橄 欖 球 、自 行 車 、冰 上 曲 棍 球 、直 排 輪 曲 棍 球 和 f1 賽 車	The most popular sports include football, volleyball, volleyball, volleyball, boxing, boxing, cycling, ice hockey, volleyball, and Formula One racing.
他們靠著有紀律的防守、控球技巧與絕佳的團隊默契脫穎而出，顯然是不好對付的強隊。	泰盟靠著有紀律的防守控球技巧與絕佳的團隊密切脫運而出顯然是不好對付的強隊	他 們 靠 著 有 紀 律 的 防 守 、控 球 技 巧 與 絕 佳 的 團 隊 默 契 脫 穎 而 出 顯 然 是 不 好 對 付 的 強 隊	Tai Yang, with his disciplined defensive skills, has been able to pull off a strong team that is clearly not good against him.
熨燙潮濕的衣服有助於乾燥衣服。許多飯店即使客房內未提供熨斗和燙衣板，也可以跟飯店借用。	燙燙潮濕的衣服有助於乾燥衣服有許多飯店即時客房內未能提供燙豆和燙衣板也可以跟飯店借用	熨 燙 潮 濕 的 衣 服 有 助 於 乾 燥 衣 服 許 多 飯 店 即 使 客 房 內 未 提 供 熨 斗 和 燙 衣 板 也 可 以 跟 飯 店 借 用	The wet clothes help dry clothes, and many hotels can't even offer soybeans and garment panels in their rooms.
山羊似乎是在一萬年前左右，在伊朗的札格洛斯山脈首次被馴養的。	山羊似乎是一萬年前左右在伊朗的澤格洛斯山物首次被巡洋的	山 羊 似 乎 是 在 一 萬 年 前 左 右 在 伊 朗 的 札 格 洛 斯 山 脈 首 次 被 馴 養 的	Goats appear to have been first crossed in the Zagros Mountains of Iran about 10,000 years ago.
人造衛星是用火箭送上太空的。科學家在太空中使用望遠鏡，因為地球的大氣有時會扭曲我們的光和視線。	人造衛星使用火箭送上太空的,科學家在太空中使用望遠鏡,因為地圖的大氣有時會扭曲我們的光和視線。	人 造 衛 星 是 用 火 箭 送 上 太 空 的 科 學 家 在 太 空 中 使 用 望 遠 鏡 因 為 地 球 的 大 氣 有 時 會 扭 曲 我 們 的 光 和 視 線	Satellites are used to launch rockets into space, and scientists are using telescopes in space because the atmosphere on the map can sometimes distort our light and vision.
安琪兒（2006年）說明了連續模式，這是一個用來幫助組織達到更高績效水準的方法。	安琪2006年說明了連續模式,這是一個用來幫助組織達到更高的效率進的方法。	安 琪 兒 2006年 說 明 了 連 續 模 式 這 是 一 個 用 來 幫 助 組 織 達 到 更 高 績 效 水 準 的 方 法	In 2006, Anshek introduced the continuity model, a way to help organizations achieve greater efficiency.
而光譜的另一端，則會轉變為截然不同的人，他或她認為自己必須改變團隊一直以來的所有做法，並改用自己的方式行事。	而光譜的另一端則會轉變為截然不同的人他或他認為自己必須改變團隊一直以來的所有做法並改用自己的方式行事	而 光 譜 的 另 一 端 則 會 轉 變 為 截 然 不 同 的 人 他 或 她 認 為 自 己 必 須 改 變 團 隊 一 直 以 來 的 所 有 做 法 並 改 用 自 己 的 方 式 行 事	And the other end of the spectrum is going to be a completely different person, and he or she thinks they have to change everything that the team has been doing and change the way they do things.
惡劣天氣是所有危險天氣現象的總稱，有可能會造成破壞、嚴重的社會混亂或人命損失。	惡劣天氣是所有危險天氣現象的總稱有可能會造成破壞嚴重的社會混亂或人命損失	惡 劣 天 氣 是 所 有 危 險 天 氣 現 象 的 總 稱 有 可 能 會 造 成 破 壞 、嚴 重 的 社 會 混 亂 或 人 命 損 失	Bad weather is the general term for all dangerous weather phenomena that could cause serious social unrest or loss of life.
同一個月，在馬什哈德有另一架民航客機滑行衝出跑道、撞上一面牆、並造成十七人死亡。	同一個月,在馬森哈德有另一家民航客機劃出衝出跑道,撞上一面牆,並造成17人死亡。	同 一 個 月 在 馬 什 哈 德 有 另 一 架 民 航 客 機 滑 行 衝 出 跑 道 、撞 上 一 面 牆 、並 造 成 十 七 人 死 亡	In the same month, another civil airline plane crashed out of a runway in Marsenhard, hitting a wall, killing 17 people.
格陵蘭島上人煙稀少。在北歐史詩中，紅髮艾瑞克因謀殺被逐出冰島，當他往更遠的西邊去時，發現了格陵蘭島並為它取了這個名字。	格寧蘭島上人煙稀少在北歐市市中紅髮艾瑞克因謀殺被逐出冰島當他往近遠的西邊去時發現格寧蘭島並為他取得這個名字	格 陵 蘭 島 上 人 煙 稀 少 在 北 歐 史 詩 中 紅 髮 艾 瑞 克 因 謀 殺 被 逐 出 冰 島 當 他 往 更 遠 的 西 邊 去 時 發 現 了 格 陵 蘭 島 並 為 它 取 了 這 個 名 字	Red-haired Eric was expelled from Iceland for murder when he found the island of Greenland and got the name for it.
他們通常會提供特別的餐點、飲料和娛樂以保持客人心情愉悅，並讓後者留在現場。	他們通常會提供特別的餐點,飲料和娛樂以保持客人心情愉悅,並讓後者留在現場。	他 們 通 常 會 提 供 特 別 的 餐 點 、飲 料 和 娛 樂 以 保 持 客 人 心 情 愉 悅 並 讓 後 者 留 在 現 場	They usually offer special meals, drinks and entertainment to keep the guests happy and stay on the scene.
滄龍是那個時期的頂層掠食者，因此除了其他的滄龍外，牠們不怕任何生物。	蒼龍是那個時期的頂層略食者因此除了其他的蒼龍外他們不怕任何生物	滄 龍 是 那 個 時 期 的 頂 層 掠 食 者 因 此 除 了 其 他 的 滄 龍 外 牠 們 不 怕 任 何 生 物	They were the top predators of their time, so they were not afraid of any creature except other predators.
遊客仍須聽取當局建議、遵守所有標示，並密切注意安全警示。	遊客仍須聽取當局建議遵守所有標示並密切注意安全警示	遊 客 仍 須 聽 取 當 局 建 議 、遵 守 所 有 標 示 並 密 切 注 意 安 全 警 示	Visitors still need to listen to the authorities' advice to follow all the signs and pay close attention to security alerts.
昨天早上在土耳其加濟安泰普警察總部引爆的汽車炸彈，造成兩名員警死亡以及超過二十位民眾受傷。	昨天早上在土耳其家制安泰普警察總部引爆的汽車炸彈造成兩名員警死亡及超過20位民眾受傷。	昨 天 早 上 在 土 耳 其 加 濟 安 泰 普 警 察 總 部 引 爆 的 汽 車 炸 彈 造 成 兩 名 員 警 死 亡 以 及 超 過 二 十 位 民 眾 受 傷	A car bomb exploded yesterday morning at the headquarters of the Turkish police in Antipasi, killing two policemen and injuring more than 20 people.
女子坐式團體中有四位滑雪者未能完成比賽，在大迴轉賽的 117 位滑雪者中，有 45 位未在比賽中獲得排名。	女子助式團體中有4位滑雪者未能完成比賽,在大回轉賽的117位滑雪者中有45位未在比賽中獲得排名	女 子 坐 式 團 體 中 有 四 位 滑 雪 者 未 能 完 成 比 賽 在 大 迴 轉 賽 的 117 位 滑 雪 者 中 有 45 位 未 在 比 賽 中 獲 得 排 名	Four of the women's relay team skiers failed to finish, and 45 of the 117 skiers in the Grand Tour did not finish.
往北不遠處是浪漫且迷人的城鎮──辛特拉，這裡對外國人來說非常有名，因為拜倫男爵曾對它的美景進行過鮮明的描繪。	王北不遠處是浪漫且迷人的城鎮,新特拉,這類對外國人來說非常有名,因為拜倫男爵曾對他的美景進行過鮮明的描繪。	往 北 不 遠 處 是 浪 漫 且 迷 人 的 城 鎮 ──辛 特 拉 這 裡 對 外 國 人 來 說 非 常 有 名 因 為 拜 倫 男 爵 曾 對 它 的 美 景 進 行 過 鮮 明 的 描 繪	Not far from the northern kingdom is the romantic and charming town of New Terra, which is famous for its exotic scenery, which the Baron Byron painted in a very vivid manner.
