1.Reference_Arabic_Audio	2.Whisper_ASR_Prediction	3.Reference_English_Target	4.MT_English_Prediction
"إن أي زيارات خارج ""غوما"" يجب البحث عنها لفهم حالة القتال المستمر في مقاطعة شمال ""كيفو""، في حين أن ""غوما"" آمنة بشكل معقول."	إن أي زيارات خارج جوما يجب البحث عنها لفهم حالة القتال المستمر في مقاطعة شمال كيفو في حين أن جوما آمنا بشكل معقول.	While Goma is reasonably safe, any visits outside of Goma should be researched to understand the state of the fighting that persists in the North Kivu province.	Visits outside Goma must be sought to understand the ongoing fighting situation in North Kivu, while Goma is reasonably safe.
أيونات الهيدروجين هي بروتونات منزوعة الإلكترونات (حيث أن ذرات الهيدروجين تتكون من بروتون واحد وإلكترون واحد).	إيمونات الهدرجين هي برطونات منظوعة الاكترونيات، حيث أن الزرات الهدرجين تتكون من برطونات واحد والاكترون واحد.	Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).	Hydraulic emmons are electrolytes, where the horde buttons are made up of one bolt and one electron.
"وقال عن الشائعات بأنها ""ثرثرةٌ سياسيةٌ وسخافةٌ""."	وقال عن الشائعات بأنها ثرثةً سياسيةً وسخافةً.	"He referred to the rumors as ""political chatter and silliness""."	He spoke of rumors that they were political and absurd.
يشتهر أهل باريس بالأنانية والوقاحة والغطرسة.	يشتهر آهل باريس بالأنانية والوقاحة والغطرسة.	Parisians have a reputation for being egocentric, rude and arrogant.	The people of Paris are famous for being selfish, rude and arrogant.
لا تحتاج إلى يخت في الأرخبيل والبحيرات.	لا تحتاج إلى يختفي الأرخ خبيل والبحيرات.	In the archipelagos and lakes you do not necessarily need a yacht.	You don't need to disappear the crabs and the lakes.
كانت السلطة المركزية للكنيسة في روما لأكثر من ألف عام، وقد أدى هذا التركيز للسلطة والمال إلى تساؤل الكثيرين عن مدى الوفاء بمتطلبات العقيدة.	كانت السلطة المركزية للكنيسة في الوما الأكثر من ألف عام، وقد أضع هذا التركيز للسلطة والمال إلى تساؤل الكاثيرين عن مدى الوفاء بممتطلبات العقيدة.	The central authority of the church had been in Rome for over a thousand years and this concentration of power and money led many to question whether this tenet was being met.	The central authority of the Church was more than a thousand years old, and I may put this concentration of power and money into questioning the extent to which the requirements of the faith were met.
"قد يُفضي البحث على الإنترنت عن ""دورة البيئة العدائية"" إلى عنوان شركة محلية."	قد يفضل بحث على الإنترنت عن دورة البيئة العدائية إلى إنوان شركة محلية.	A search of the Internet for 'Hostile environment course' will probably provide the address of a local company.	An online search of the hostile environmental cycle may be preferred to a local company's innuendo.
ربما تعرض الأطفال المتوحشون إلى إساءة معاملة أثناء الطفولة أو صدمات شديدة قبل التخلي عنهم أو هروبهم.	ربما تعرض الأطفال المتوحشون إلى إساءة معاملة أثناء الطفولة أو صدمات شديدة قبل التخلي عنهم أو هروبهم.	Feral children may have experienced severe child abuse or trauma before being abandoned or running away.	Brutal children may be subjected to childhood abuse or severe trauma prior to abandonment or escape.
إذا كنت قد شاهدت فيلم الكنز الوطني، فقد تعتقد أن خريطة كنز قد كُتبَت على ظهر إعلان الاستقلال.	إذا كنت قد شاهدت فيلملكنز الوطني، فقد تعتقد أن خريطة كنز قد كتبت على ظهر إعلان الاستقلال.	If you have watched the movie National Treasure, you may think a treasure map was written on the back of the Declaration of Independence.	If you've seen Filmkins National, you might think that a treasure map has been written on the back of the Declaration of Independence.
تنتج النباتات الأكسجين الذي يتنفسه البشر، ويمتصون ثاني أكسيد الكربون الذي يخلفه البشر (أي الزفير).	تنتج النباتات الوكسيجين، اللذي تنفصه البشر، ويمتصون ثاني وكسيج الكربون، اللذي يخلفه البشر، أي الزافير.	Plants make oxygen which humans breathe, and they take in carbon-dioxide which humans exhale (that is, breathe out).	The plants produce oxygen, which is exhaled by humans, absorbing the second carbon oxygen, which is left by humans, i.e. exhalation.
